city,station,datetime_local,pollutant,value
Barcelona,Gracia,2025-06-28 16:00:00,o3,109.2
Barcelona,Gracia,2025-06-28 17:00:00,pm25,16.4
Barcelona,Gracia,2025-06-28 17:00:00,o3,93.0
Barcelona,Gracia,2025-06-28 18:00:00,pm25,54.1
Barcelona,Gracia,2025-06-28 18:00:00,o3,29.2
Barcelona,Gracia,2025-06-28 19:00:00,pm25,47.2
Barcelona,Gracia,2025-06-28 19:00:00,o3,55.2
Barcelona,Gracia,2025-06-28 20:00:00,pm25,41.7
Barcelona,Gracia,2025-06-28 20:00:00,o3,68.7
Barcelona,Gracia,2025-06-28 21:00:00,pm25,21.5
Barcelona,Gracia,2025-06-28 21:00:00,o3,36.5
Barcelona,Gracia,2025-06-28 22:00:00,pm25,14.1
Barcelona,Gracia,2025-06-28 22:00:00,o3,33.8
Barcelona,Gracia,2025-06-28 23:00:00,pm25,41.2
Barcelona,Gracia,2025-06-28 23:00:00,o3,54.9
Barcelona,Gracia,2025-06-29 00:00:00,pm25,19.3
Barcelona,Gracia,2025-06-29 00:00:00,o3,83.8
Barcelona,Gracia,2025-06-29 01:00:00,pm25,43.7
Barcelona,Gracia,2025-06-29 01:00:00,o3,70.8
Barcelona,Gracia,2025-06-29 02:00:00,pm25,56.6
Barcelona,Gracia,2025-06-29 02:00:00,o3,57.8
Barcelona,Gracia,2025-06-29 03:00:00,pm25,51.5
Barcelona,Gracia,2025-06-29 03:00:00,o3,31.4
Barcelona,Gracia,2025-06-29 04:00:00,pm25,46.5
Barcelona,Gracia,2025-06-29 04:00:00,o3,109.0
Barcelona,Gracia,2025-06-29 05:00:00,pm25,52.0
Barcelona,Gracia,2025-06-29 05:00:00,o3,74.3
Barcelona,Gracia,2025-06-29 06:00:00,pm25,40.6
Barcelona,Gracia,2025-06-29 06:00:00,o3,55.0
Barcelona,Gracia,2025-06-29 07:00:00,pm25,43.3
Barcelona,Gracia,2025-06-29 07:00:00,o3,90.5
Barcelona,Gracia,2025-06-29 08:00:00,pm25,59.9
Barcelona,Gracia,2025-06-29 08:00:00,o3,66.9
Barcelona,Gracia,2025-06-29 09:00:00,pm25,11.2
Barcelona,Gracia,2025-06-29 09:00:00,o3,75.6
Barcelona,Gracia,2025-06-29 10:00:00,pm25,14.2
Barcelona,Gracia,2025-06-29 10:00:00,o3,45.8
Barcelona,Gracia,2025-06-29 11:00:00,pm25,25.1
Barcelona,Gracia,2025-06-29 11:00:00,o3,87.1
Barcelona,Gracia,2025-06-29 12:00:00,pm25,17.6
Barcelona,Gracia,2025-06-29 12:00:00,o3,39.1
Barcelona,Gracia,2025-06-29 13:00:00,pm25,10.3
Barcelona,Gracia,2025-06-29 13:00:00,o3,99.2
Barcelona,Gracia,2025-06-29 14:00:00,pm25,44.1
Barcelona,Gracia,2025-06-29 14:00:00,o3,28.4
Barcelona,Gracia,2025-06-29 15:00:00,pm25,9.5
Barcelona,Gracia,2025-06-29 15:00:00,o3,72.5
Barcelona,Gracia,2025-06-29 16:00:00,pm25,22.7
Barcelona,Gracia,2025-06-29 16:00:00,o3,75.7
Barcelona,Gracia,2025-06-29 17:00:00,pm25,30.6
Barcelona,Gracia,2025-06-29 17:00:00,o3,103.5
Barcelona,Gracia,2025-06-29 18:00:00,pm25,23.0
Barcelona,Gracia,2025-06-29 18:00:00,o3,82.7
Barcelona,Gracia,2025-06-29 19:00:00,pm25,10.8
Barcelona,Gracia,2025-06-29 19:00:00,o3,106.2
Barcelona,Gracia,2025-06-29 20:00:00,pm25,59.0
Barcelona,Gracia,2025-06-29 20:00:00,o3,87.8
Barcelona,Gracia,2025-06-29 21:00:00,pm25,32.2
Barcelona,Gracia,2025-06-29 21:00:00,o3,43.7
Barcelona,Gracia,2025-06-29 22:00:00,pm25,50.3
Barcelona,Gracia,2025-06-29 22:00:00,o3,87.6
Barcelona,Gracia,2025-06-29 23:00:00,pm25,19.5
Barcelona,Gracia,2025-06-29 23:00:00,o3,63.4
Barcelona,Gracia,2025-06-30 00:00:00,pm25,32.1
Barcelona,Gracia,2025-06-30 00:00:00,o3,95.2
Barcelona,Gracia,2025-06-30 01:00:00,pm25,43.6
Barcelona,Gracia,2025-06-30 01:00:00,o3,79.7
Barcelona,Gracia,2025-06-30 02:00:00,pm25,41.8
Barcelona,Gracia,2025-06-30 02:00:00,o3,48.0
Barcelona,Gracia,2025-06-30 03:00:00,pm25,27.3
Barcelona,Gracia,2025-06-30 03:00:00,o3,28.9
Barcelona,Gracia,2025-06-30 04:00:00,pm25,48.9
Barcelona,Gracia,2025-06-30 04:00:00,o3,61.8
Barcelona,Gracia,2025-06-30 05:00:00,pm25,30.8
Barcelona,Gracia,2025-06-30 05:00:00,o3,45.9
Barcelona,Gracia,2025-06-30 06:00:00,pm25,18.9
Barcelona,Gracia,2025-06-30 06:00:00,o3,75.0
Barcelona,Gracia,2025-06-30 07:00:00,pm25,20.1
Barcelona,Gracia,2025-06-30 07:00:00,o3,30.5
Barcelona,Gracia,2025-06-30 08:00:00,pm25,47.9
Barcelona,Gracia,2025-06-30 08:00:00,o3,57.0
Barcelona,Gracia,2025-06-30 09:00:00,pm25,27.8
Barcelona,Gracia,2025-06-30 09:00:00,o3,61.7
Barcelona,Gracia,2025-06-30 10:00:00,pm25,50.4
Barcelona,Gracia,2025-06-30 10:00:00,o3,52.3
Barcelona,Gracia,2025-06-30 11:00:00,pm25,47.4
Barcelona,Gracia,2025-06-30 11:00:00,o3,104.9
Barcelona,Gracia,2025-06-30 12:00:00,pm25,42.4
Barcelona,Gracia,2025-06-30 12:00:00,o3,61.7
Barcelona,Gracia,2025-06-30 13:00:00,pm25,46.9
Barcelona,Gracia,2025-06-30 13:00:00,o3,63.9
Barcelona,Gracia,2025-06-30 14:00:00,pm25,29.6
Barcelona,Gracia,2025-06-30 14:00:00,o3,69.6
Barcelona,Gracia,2025-06-30 15:00:00,pm25,24.5
Barcelona,Gracia,2025-06-30 15:00:00,o3,33.9
Barcelona,Gracia,2025-06-30 16:00:00,pm25,29.6
Barcelona,Gracia,2025-06-30 16:00:00,o3,35.5
Barcelona,Gracia,2025-06-30 17:00:00,pm25,29.3
Barcelona,Gracia,2025-06-30 17:00:00,o3,72.3
Barcelona,Gracia,2025-06-30 18:00:00,pm25,56.4
Barcelona,Gracia,2025-06-30 18:00:00,o3,28.1
Barcelona,Gracia,2025-06-30 19:00:00,pm25,40.3
Barcelona,Gracia,2025-06-30 19:00:00,o3,63.9
Barcelona,Gracia,2025-06-30 20:00:00,pm25,9.1
Barcelona,Gracia,2025-06-30 20:00:00,o3,46.2
Barcelona,Gracia,2025-06-30 21:00:00,pm25,14.2
Barcelona,Gracia,2025-06-30 21:00:00,o3,43.4
Barcelona,Gracia,2025-06-30 22:00:00,pm25,22.3
Barcelona,Gracia,2025-06-30 22:00:00,o3,59.1
Barcelona,Gracia,2025-06-30 23:00:00,pm25,35.5
Barcelona,Gracia,2025-06-30 23:00:00,o3,25.1
Kuwait City,Downtown,2025-06-01 00:00:00,pm25,16.4
Kuwait City,Downtown,2025-06-01 00:00:00,o3,33.0
Kuwait City,Downtown,2025-06-01 01:00:00,pm25,36.6
Kuwait City,Downtown,2025-06-01 01:00:00,o3,53.0
Kuwait City,Downtown,2025-06-01 02:00:00,pm25,36.5
Kuwait City,Downtown,2025-06-01 02:00:00,o3,43.9
Kuwait City,Downtown,2025-06-01 03:00:00,pm25,9.3
Kuwait City,Downtown,2025-06-01 03:00:00,o3,105.0
Kuwait City,Downtown,2025-06-01 04:00:00,pm25,13.6
Kuwait City,Downtown,2025-06-01 04:00:00,o3,35.8
Kuwait City,Downtown,2025-06-01 05:00:00,pm25,15.6
Kuwait City,Downtown,2025-06-01 05:00:00,o3,108.4
Kuwait City,Downtown,2025-06-01 06:00:00,pm25,40.1
Kuwait City,Downtown,2025-06-01 06:00:00,o3,76.9
Kuwait City,Downtown,2025-06-01 07:00:00,pm25,59.3
Kuwait City,Downtown,2025-06-01 07:00:00,o3,32.5
Kuwait City,Downtown,2025-06-01 08:00:00,pm25,58.7
Kuwait City,Downtown,2025-06-01 08:00:00,o3,42.3
Kuwait City,Downtown,2025-06-01 09:00:00,pm25,40.4
Kuwait City,Downtown,2025-06-01 09:00:00,o3,60.7
Kuwait City,Downtown,2025-06-01 10:00:00,pm25,28.0
Kuwait City,Downtown,2025-06-01 10:00:00,o3,104.2
Kuwait City,Downtown,2025-06-01 11:00:00,pm25,15.8
Kuwait City,Downtown,2025-06-01 11:00:00,o3,109.8
Kuwait City,Downtown,2025-06-01 12:00:00,pm25,27.7
Kuwait City,Downtown,2025-06-01 12:00:00,o3,80.1
Kuwait City,Downtown,2025-06-01 13:00:00,pm25,58.3
Kuwait City,Downtown,2025-06-01 13:00:00,o3,29.9
Kuwait City,Downtown,2025-06-01 14:00:00,pm25,56.0
Kuwait City,Downtown,2025-06-01 14:00:00,o3,73.3
Kuwait City,Downtown,2025-06-01 15:00:00,pm25,44.6
Kuwait City,Downtown,2025-06-01 15:00:00,o3,37.7
Kuwait City,Downtown,2025-06-01 16:00:00,pm25,35.7
Kuwait City,Downtown,2025-06-01 16:00:00,o3,82.2
Kuwait City,Downtown,2025-06-01 17:00:00,pm25,31.7
Kuwait City,Downtown,2025-06-01 17:00:00,o3,38.2
Kuwait City,Downtown,2025-06-01 18:00:00,pm25,20.7
Kuwait City,Downtown,2025-06-01 18:00:00,o3,97.6
Kuwait City,Downtown,2025-06-01 19:00:00,pm25,9.8
Kuwait City,Downtown,2025-06-01 19:00:00,o3,85.3
Kuwait City,Downtown,2025-06-01 20:00:00,pm25,60.0
Kuwait City,Downtown,2025-06-01 20:00:00,o3,25.6
Kuwait City,Downtown,2025-06-01 21:00:00,pm25,16.4
Kuwait City,Downtown,2025-06-01 21:00:00,o3,82.3
Kuwait City,Downtown,2025-06-01 22:00:00,pm25,11.1
Kuwait City,Downtown,2025-06-01 22:00:00,o3,75.1
Kuwait City,Downtown,2025-06-01 23:00:00,pm25,43.6
Kuwait City,Downtown,2025-06-01 23:00:00,o3,75.0
Kuwait City,Downtown,2025-06-02 00:00:00,pm25,27.0
Kuwait City,Downtown,2025-06-02 00:00:00,o3,84.3
Kuwait City,Downtown,2025-06-02 01:00:00,pm25,38.9
Kuwait City,Downtown,2025-06-02 01:00:00,o3,42.6
Kuwait City,Downtown,2025-06-02 02:00:00,pm25,37.3
Kuwait City,Downtown,2025-06-02 02:00:00,o3,100.0
Kuwait City,Downtown,2025-06-02 03:00:00,pm25,42.7
Kuwait City,Downtown,2025-06-02 03:00:00,o3,65.1
Kuwait City,Downtown,2025-06-02 04:00:00,pm25,24.7
Kuwait City,Downtown,2025-06-02 04:00:00,o3,32.3
Kuwait City,Downtown,2025-06-02 05:00:00,pm25,20.7
Kuwait City,Downtown,2025-06-02 05:00:00,o3,26.0
Kuwait City,Downtown,2025-06-02 06:00:00,pm25,59.3
Kuwait City,Downtown,2025-06-02 06:00:00,o3,43.9
Kuwait City,Downtown,2025-06-02 07:00:00,pm25,50.4
Kuwait City,Downtown,2025-06-02 07:00:00,o3,39.3
Kuwait City,Downtown,2025-06-02 08:00:00,pm25,22.7
Kuwait City,Downtown,2025-06-02 08:00:00,o3,60.6
Kuwait City,Downtown,2025-06-02 09:00:00,pm25,24.9
Kuwait City,Downtown,2025-06-02 09:00:00,o3,92.9
Kuwait City,Downtown,2025-06-02 10:00:00,pm25,57.8
Kuwait City,Downtown,2025-06-02 10:00:00,o3,99.4
Kuwait City,Downtown,2025-06-02 11:00:00,pm25,16.0
Kuwait City,Downtown,2025-06-02 11:00:00,o3,91.0
Kuwait City,Downtown,2025-06-02 12:00:00,pm25,15.7
Kuwait City,Downtown,2025-06-02 12:00:00,o3,102.6
Kuwait City,Downtown,2025-06-02 13:00:00,pm25,34.9
Kuwait City,Downtown,2025-06-02 13:00:00,o3,53.6
Kuwait City,Downtown,2025-06-02 14:00:00,pm25,16.2
Kuwait City,Downtown,2025-06-02 14:00:00,o3,26.0
Kuwait City,Downtown,2025-06-02 15:00:00,pm25,20.9
Kuwait City,Downtown,2025-06-02 15:00:00,o3,102.7
Kuwait City,Downtown,2025-06-02 16:00:00,pm25,49.5
Kuwait City,Downtown,2025-06-02 16:00:00,o3,107.4
Kuwait City,Downtown,2025-06-02 17:00:00,pm25,13.2
Kuwait City,Downtown,2025-06-02 17:00:00,o3,75.3
Kuwait City,Downtown,2025-06-02 18:00:00,pm25,21.4
Kuwait City,Downtown,2025-06-02 18:00:00,o3,71.2
Kuwait City,Downtown,2025-06-02 19:00:00,pm25,24.7
Kuwait City,Downtown,2025-06-02 19:00:00,o3,49.1
Kuwait City,Downtown,2025-06-02 20:00:00,pm25,37.8
Kuwait City,Downtown,2025-06-02 20:00:00,o3,40.6
Kuwait City,Downtown,2025-06-02 21:00:00,pm25,32.4
Kuwait City,Downtown,2025-06-02 21:00:00,o3,80.3
Kuwait City,Downtown,2025-06-02 22:00:00,pm25,14.7
Kuwait City,Downtown,2025-06-02 22:00:00,o3,104.1
Kuwait City,Downtown,2025-06-02 23:00:00,pm25,34.3
Kuwait City,Downtown,2025-06-02 23:00:00,o3,94.7
Kuwait City,Downtown,2025-06-03 00:00:00,pm25,42.0
Kuwait City,Downtown,2025-06-03 00:00:00,o3,85.4
Kuwait City,Downtown,2025-06-03 01:00:00,pm25,45.2
Kuwait City,Downtown,2025-06-03 01:00:00,o3,99.4
Kuwait City,Downtown,2025-06-03 02:00:00,pm25,39.9
Kuwait City,Downtown,2025-06-03 02:00:00,o3,48.6
Kuwait City,Downtown,2025-06-03 03:00:00,pm25,13.2
Kuwait City,Downtown,2025-06-03 03:00:00,o3,76.5
Kuwait City,Downtown,2025-06-03 04:00:00,pm25,11.5
Kuwait City,Downtown,2025-06-03 04:00:00,o3,45.5
Kuwait City,Downtown,2025-06-03 05:00:00,pm25,11.2
Kuwait City,Downtown,2025-06-03 05:00:00,o3,71.7
Kuwait City,Downtown,2025-06-03 06:00:00,pm25,16.3
Kuwait City,Downtown,2025-06-03 06:00:00,o3,76.9
Kuwait City,Downtown,2025-06-03 07:00:00,pm25,49.1
Kuwait City,Downtown,2025-06-03 07:00:00,o3,94.9
Kuwait City,Downtown,2025-06-03 08:00:00,pm25,24.1
Kuwait City,Downtown,2025-06-03 08:00:00,o3,71.7
Kuwait City,Downtown,2025-06-03 09:00:00,pm25,37.3
Kuwait City,Downtown,2025-06-03 09:00:00,o3,65.2
Kuwait City,Downtown,2025-06-03 10:00:00,pm25,42.1
Kuwait City,Downtown,2025-06-03 10:00:00,o3,42.9
Kuwait City,Downtown,2025-06-03 11:00:00,pm25,58.9
Kuwait City,Downtown,2025-06-03 11:00:00,o3,33.3
Kuwait City,Downtown,2025-06-03 12:00:00,pm25,51.1
Kuwait City,Downtown,2025-06-03 12:00:00,o3,75.5
Kuwait City,Downtown,2025-06-03 13:00:00,pm25,20.7
Kuwait City,Downtown,2025-06-03 13:00:00,o3,88.4
Kuwait City,Downtown,2025-06-03 14:00:00,pm25,12.4
Kuwait City,Downtown,2025-06-03 14:00:00,o3,90.8
Kuwait City,Downtown,2025-06-03 15:00:00,pm25,38.7
Kuwait City,Downtown,2025-06-03 15:00:00,o3,34.4
Kuwait City,Downtown,2025-06-03 16:00:00,pm25,12.1
Kuwait City,Downtown,2025-06-03 16:00:00,o3,88.8
Kuwait City,Downtown,2025-06-03 17:00:00,pm25,23.2
Kuwait City,Downtown,2025-06-03 17:00:00,o3,100.6
Kuwait City,Downtown,2025-06-03 18:00:00,pm25,47.6
Kuwait City,Downtown,2025-06-03 18:00:00,o3,84.3
Kuwait City,Downtown,2025-06-03 19:00:00,pm25,22.5
Kuwait City,Downtown,2025-06-03 19:00:00,o3,85.3
Kuwait City,Downtown,2025-06-03 20:00:00,pm25,57.3
Kuwait City,Downtown,2025-06-03 20:00:00,o3,32.8
Kuwait City,Downtown,2025-06-03 21:00:00,pm25,25.0
Kuwait City,Downtown,2025-06-03 21:00:00,o3,44.9
Kuwait City,Downtown,2025-06-03 22:00:00,pm25,28.4
Kuwait City,Downtown,2025-06-03 22:00:00,o3,88.1
Kuwait City,Downtown,2025-06-03 23:00:00,pm25,32.7
Kuwait City,Downtown,2025-06-03 23:00:00,o3,73.5
Kuwait City,Downtown,2025-06-04 00:00:00,pm25,24.3
Kuwait City,Downtown,2025-06-04 00:00:00,o3,37.0
Kuwait City,Downtown,2025-06-04 01:00:00,pm25,21.9
Kuwait City,Downtown,2025-06-04 01:00:00,o3,98.1
Kuwait City,Downtown,2025-06-04 02:00:00,pm25,39.3
Kuwait City,Downtown,2025-06-04 02:00:00,o3,57.1
Kuwait City,Downtown,2025-06-04 03:00:00,pm25,49.1
Kuwait City,Downtown,2025-06-04 03:00:00,o3,30.5
Kuwait City,Downtown,2025-06-04 04:00:00,pm25,21.2
Kuwait City,Downtown,2025-06-04 04:00:00,o3,44.6
Kuwait City,Downtown,2025-06-04 05:00:00,pm25,59.2
Kuwait City,Downtown,2025-06-04 05:00:00,o3,85.0
Kuwait City,Downtown,2025-06-04 06:00:00,pm25,40.1
Kuwait City,Downtown,2025-06-04 06:00:00,o3,25.4
Kuwait City,Downtown,2025-06-04 07:00:00,pm25,17.6
Kuwait City,Downtown,2025-06-04 07:00:00,o3,79.0
Kuwait City,Downtown,2025-06-04 08:00:00,pm25,27.7
Kuwait City,Downtown,2025-06-04 08:00:00,o3,103.6
Kuwait City,Downtown,2025-06-04 09:00:00,pm25,47.8
Kuwait City,Downtown,2025-06-04 09:00:00,o3,63.0
Kuwait City,Downtown,2025-06-04 10:00:00,pm25,47.0
Kuwait City,Downtown,2025-06-04 10:00:00,o3,107.9
Kuwait City,Downtown,2025-06-04 11:00:00,pm25,32.0
Kuwait City,Downtown,2025-06-04 11:00:00,o3,79.6
Kuwait City,Downtown,2025-06-04 12:00:00,pm25,55.8
Kuwait City,Downtown,2025-06-04 12:00:00,o3,46.1
Kuwait City,Downtown,2025-06-04 13:00:00,pm25,54.1
Kuwait City,Downtown,2025-06-04 13:00:00,o3,33.3
Kuwait City,Downtown,2025-06-04 14:00:00,pm25,41.7
Kuwait City,Downtown,2025-06-04 14:00:00,o3,91.5
Kuwait City,Downtown,2025-06-04 15:00:00,pm25,40.0
Kuwait City,Downtown,2025-06-04 15:00:00,o3,67.1
Kuwait City,Downtown,2025-06-04 16:00:00,pm25,40.1
Kuwait City,Downtown,2025-06-04 16:00:00,o3,37.9
Kuwait City,Downtown,2025-06-04 17:00:00,pm25,19.2
Kuwait City,Downtown,2025-06-04 17:00:00,o3,47.9
Kuwait City,Downtown,2025-06-04 18:00:00,pm25,39.1
Kuwait City,Downtown,2025-06-04 18:00:00,o3,62.6
Kuwait City,Downtown,2025-06-04 19:00:00,pm25,20.7
Kuwait City,Downtown,2025-06-04 19:00:00,o3,100.0
Kuwait City,Downtown,2025-06-04 20:00:00,pm25,27.4
Kuwait City,Downtown,2025-06-04 20:00:00,o3,62.9
Kuwait City,Downtown,2025-06-04 21:00:00,pm25,29.3
Kuwait City,Downtown,2025-06-04 21:00:00,o3,40.5
Kuwait City,Downtown,2025-06-04 22:00:00,pm25,46.0
Kuwait City,Downtown,2025-06-04 22:00:00,o3,63.1
Kuwait City,Downtown,2025-06-04 23:00:00,pm25,8.8
Kuwait City,Downtown,2025-06-04 23:00:00,o3,106.9
Kuwait City,Downtown,2025-06-05 00:00:00,pm25,50.4
Kuwait City,Downtown,2025-06-05 00:00:00,o3,86.5
Kuwait City,Downtown,2025-06-05 01:00:00,pm25,53.2
Kuwait City,Downtown,2025-06-05 01:00:00,o3,102.1
Kuwait City,Downtown,2025-06-05 02:00:00,pm25,25.5
Kuwait City,Downtown,2025-06-05 02:00:00,o3,76.9
Kuwait City,Downtown,2025-06-05 03:00:00,pm25,39.7
Kuwait City,Downtown,2025-06-05 03:00:00,o3,47.7
Kuwait City,Downtown,2025-06-05 04:00:00,pm25,19.5
Kuwait City,Downtown,2025-06-05 04:00:00,o3,34.7
Kuwait City,Downtown,2025-06-05 05:00:00,pm25,42.3
Kuwait City,Downtown,2025-06-05 05:00:00,o3,91.4
Kuwait City,Downtown,2025-06-05 06:00:00,pm25,47.6
Kuwait City,Downtown,2025-06-05 06:00:00,o3,51.9
Kuwait City,Downtown,2025-06-05 07:00:00,pm25,18.7
Kuwait City,Downtown,2025-06-05 07:00:00,o3,63.6
Kuwait City,Downtown,2025-06-05 08:00:00,pm25,36.4
Kuwait City,Downtown,2025-06-05 08:00:00,o3,103.1
Kuwait City,Downtown,2025-06-05 09:00:00,pm25,53.5
Kuwait City,Downtown,2025-06-05 09:00:00,o3,102.9
Kuwait City,Downtown,2025-06-05 10:00:00,pm25,52.2
Kuwait City,Downtown,2025-06-05 10:00:00,o3,107.0
Kuwait City,Downtown,2025-06-05 11:00:00,pm25,32.2
Kuwait City,Downtown,2025-06-05 11:00:00,o3,29.0
Kuwait City,Downtown,2025-06-05 12:00:00,pm25,12.3
Kuwait City,Downtown,2025-06-05 12:00:00,o3,58.2
Kuwait City,Downtown,2025-06-05 13:00:00,pm25,21.4
Kuwait City,Downtown,2025-06-05 13:00:00,o3,39.4
Kuwait City,Downtown,2025-06-05 14:00:00,pm25,57.6
Kuwait City,Downtown,2025-06-05 14:00:00,o3,41.6
Kuwait City,Downtown,2025-06-05 15:00:00,pm25,57.9
Kuwait City,Downtown,2025-06-05 15:00:00,o3,89.7
Kuwait City,Downtown,2025-06-05 16:00:00,pm25,41.3
Kuwait City,Downtown,2025-06-05 16:00:00,o3,82.5
Kuwait City,Downtown,2025-06-05 17:00:00,pm25,25.2
Kuwait City,Downtown,2025-06-05 17:00:00,o3,79.9
Kuwait City,Downtown,2025-06-05 18:00:00,pm25,17.7
Kuwait City,Downtown,2025-06-05 18:00:00,o3,104.7
Kuwait City,Downtown,2025-06-05 19:00:00,pm25,23.7
Kuwait City,Downtown,2025-06-05 19:00:00,o3,46.7
Kuwait City,Downtown,2025-06-05 20:00:00,pm25,45.0
Kuwait City,Downtown,2025-06-05 20:00:00,o3,80.8
Kuwait City,Downtown,2025-06-05 21:00:00,pm25,31.5
Kuwait City,Downtown,2025-06-05 21:00:00,o3,78.8
Kuwait City,Downtown,2025-06-05 22:00:00,pm25,16.3
Kuwait City,Downtown,2025-06-05 22:00:00,o3,82.2
Kuwait City,Downtown,2025-06-05 23:00:00,pm25,22.1
Kuwait City,Downtown,2025-06-05 23:00:00,o3,48.2
Kuwait City,Downtown,2025-06-06 00:00:00,pm25,16.4
Kuwait City,Downtown,2025-06-06 00:00:00,o3,53.3
Kuwait City,Downtown,2025-06-06 01:00:00,pm25,25.2
Kuwait City,Downtown,2025-06-06 01:00:00,o3,63.6
Kuwait City,Downtown,2025-06-06 02:00:00,pm25,17.9
Kuwait City,Downtown,2025-06-06 02:00:00,o3,41.4
Kuwait City,Downtown,2025-06-06 03:00:00,pm25,36.2
Kuwait City,Downtown,2025-06-06 03:00:00,o3,36.0
Kuwait City,Downtown,2025-06-06 04:00:00,pm25,43.8
Kuwait City,Downtown,2025-06-06 04:00:00,o3,105.2
Kuwait City,Downtown,2025-06-06 05:00:00,pm25,30.2
Kuwait City,Downtown,2025-06-06 05:00:00,o3,101.6
Kuwait City,Downtown,2025-06-06 06:00:00,pm25,13.1
Kuwait City,Downtown,2025-06-06 06:00:00,o3,28.7
Kuwait City,Downtown,2025-06-06 07:00:00,pm25,45.5
Kuwait City,Downtown,2025-06-06 07:00:00,o3,89.7
Kuwait City,Downtown,2025-06-06 08:00:00,pm25,51.8
Kuwait City,Downtown,2025-06-06 08:00:00,o3,29.8
Kuwait City,Downtown,2025-06-06 09:00:00,pm25,48.4
Kuwait City,Downtown,2025-06-06 09:00:00,o3,57.0
Kuwait City,Downtown,2025-06-06 10:00:00,pm25,23.8
Kuwait City,Downtown,2025-06-06 10:00:00,o3,39.7
Kuwait City,Downtown,2025-06-06 11:00:00,pm25,59.8
Kuwait City,Downtown,2025-06-06 11:00:00,o3,30.4
Kuwait City,Downtown,2025-06-06 12:00:00,pm25,51.0
Kuwait City,Downtown,2025-06-06 12:00:00,o3,79.4
Kuwait City,Downtown,2025-06-06 13:00:00,pm25,46.2
Kuwait City,Downtown,2025-06-06 13:00:00,o3,85.5
Kuwait City,Downtown,2025-06-06 14:00:00,pm25,52.6
Kuwait City,Downtown,2025-06-06 14:00:00,o3,40.6
Kuwait City,Downtown,2025-06-06 15:00:00,pm25,8.0
Kuwait City,Downtown,2025-06-06 15:00:00,o3,75.9
Kuwait City,Downtown,2025-06-06 16:00:00,pm25,26.4
Kuwait City,Downtown,2025-06-06 16:00:00,o3,35.5
Kuwait City,Downtown,2025-06-06 17:00:00,pm25,17.7
Kuwait City,Downtown,2025-06-06 17:00:00,o3,53.2
Kuwait City,Downtown,2025-06-06 18:00:00,pm25,11.7
Kuwait City,Downtown,2025-06-06 18:00:00,o3,29.8
Kuwait City,Downtown,2025-06-06 19:00:00,pm25,55.6
Kuwait City,Downtown,2025-06-06 19:00:00,o3,51.5
Kuwait City,Downtown,2025-06-06 20:00:00,pm25,59.1
Kuwait City,Downtown,2025-06-06 20:00:00,o3,107.0
Kuwait City,Downtown,2025-06-06 21:00:00,pm25,15.4
Kuwait City,Downtown,2025-06-06 21:00:00,o3,85.8
Kuwait City,Downtown,2025-06-06 22:00:00,pm25,39.2
Kuwait City,Downtown,2025-06-06 22:00:00,o3,83.7
Kuwait City,Downtown,2025-06-06 23:00:00,pm25,13.0
Kuwait City,Downtown,2025-06-06 23:00:00,o3,41.0
Kuwait City,Downtown,2025-06-07 00:00:00,pm25,12.0
Kuwait City,Downtown,2025-06-07 00:00:00,o3,76.4
Kuwait City,Downtown,2025-06-07 01:00:00,pm25,59.3
Kuwait City,Downtown,2025-06-07 01:00:00,o3,82.1
Kuwait City,Downtown,2025-06-07 02:00:00,pm25,45.0
Kuwait City,Downtown,2025-06-07 02:00:00,o3,108.7
Kuwait City,Downtown,2025-06-07 03:00:00,pm25,43.3
Kuwait City,Downtown,2025-06-07 03:00:00,o3,28.4
Kuwait City,Downtown,2025-06-07 04:00:00,pm25,53.1
Kuwait City,Downtown,2025-06-07 04:00:00,o3,56.0
Kuwait City,Downtown,2025-06-07 05:00:00,pm25,8.2
Kuwait City,Downtown,2025-06-07 05:00:00,o3,68.1
Kuwait City,Downtown,2025-06-07 06:00:00,pm25,56.7
Kuwait City,Downtown,2025-06-07 06:00:00,o3,46.9
Kuwait City,Downtown,2025-06-07 07:00:00,pm25,33.6
Kuwait City,Downtown,2025-06-07 07:00:00,o3,39.8
Kuwait City,Downtown,2025-06-07 08:00:00,pm25,11.0
Kuwait City,Downtown,2025-06-07 08:00:00,o3,31.8
Kuwait City,Downtown,2025-06-07 09:00:00,pm25,45.8
Kuwait City,Downtown,2025-06-07 09:00:00,o3,98.4
Kuwait City,Downtown,2025-06-07 10:00:00,pm25,15.5
Kuwait City,Downtown,2025-06-07 10:00:00,o3,49.5
Kuwait City,Downtown,2025-06-07 11:00:00,pm25,18.1
Kuwait City,Downtown,2025-06-07 11:00:00,o3,27.3
Kuwait City,Downtown,2025-06-07 12:00:00,pm25,36.8
Kuwait City,Downtown,2025-06-07 12:00:00,o3,84.5
Kuwait City,Downtown,2025-06-07 13:00:00,pm25,41.7
Kuwait City,Downtown,2025-06-07 13:00:00,o3,58.0
Kuwait City,Downtown,2025-06-07 14:00:00,pm25,36.9
Kuwait City,Downtown,2025-06-07 14:00:00,o3,33.0
Kuwait City,Downtown,2025-06-07 15:00:00,pm25,16.0
Kuwait City,Downtown,2025-06-07 15:00:00,o3,104.2
Kuwait City,Downtown,2025-06-07 16:00:00,pm25,47.6
Kuwait City,Downtown,2025-06-07 16:00:00,o3,103.4
